,Data.ID,Location,Level,Nation.code,State.code,County.code,Crop,Qualifier,Crop.name.in.original.data,Plant.start,Plant.start.date,Plant.end,Plant.end.date,Plant.median,Plant.range,Harvest.start,Harvest.start.date,Harvest.end,Harvest.end.date,Harvest.median,Harvest.range,Source,Notes,X,full.crop.name,location.code,tot.days,lat.avg,lon.avg,harvested.area,tmin.day.avg,temp.average,precip.average,temp.min,precip.min,temp.max,precip.max,temp.min.month,precip.min.month,temp.max.month,precip.max.month,temp.at.planting,precip.at.planting,sunfrac.at.planting,daylength.at.planting,dsw.at.planting,precip.over.pet.min,precip.over.pet.min.day,precip.over.pet.max,precip.over.pet.max.day,precip.over.pet.at.planting,apr.to.sept.temp.anomaly,apr.to.sept.precip.frac,gdd.base.0.between.plant.and.harvest,gdd.base.4.between.plant.and.harvest,gdd.base.5.between.plant.and.harvest,gdd.base.8.between.plant.and.harvest,gdd.base.10.between.plant.and.harvest,gdd.base.0,gdd.base.4,gdd.base.5,gdd.base.8,gdd.base.10,gdd.base.0.from.plant.until.cold,gdd.base.4.from.plant.until.cold,gdd.base.5.from.plant.until.cold,gdd.base.8.from.plant.until.cold,gdd.base.10.from.plant.until.cold,ndays.growing.season.below.0,ndays.growing.season.below.5,ndays.growing.season.below.10,ndays.growing.season.below.12,ndays.growing.season.below.15,ndays.growing.season.below.17,ndays.below.0,ndays.below.5,ndays.below.10,ndays.below.12,ndays.below.15,ndays.below.17,LGP,LGP.T,LGP.P,LGP.tmin5.tmax100,LGP.T.tmin5.tmax100,LGP.P.tmin5.tmax100,temp.growing.season,precip.growing.season,ndays.since.snowfrac_0.5,ndays.since.snowfrac_0.1,ndays.since.snowfrac_0.05,ndays.since.snowfrac_0,climate.category,misclassified,climate.category.string
35,47,Belarus,N,16,NA,NA,Barley,,Spring Barley,91,4/1,151,5/31,121,61,218,8/6,278,10/5,248,61,GIEWS,,NA,Barley,16,127,53.61606763,27.99897281,7622.14197,-30.0498578,6.10636089,51.98069551,-7.061871571,30.36363731,17.6154159,82.01228785,1,2,7,7,10.16623352,48.18704703,0.4679011168,16.44503406,197.6851105,0.4770500065,135,14.24630042,354,0.5205861075,7.71166934,1.221201449,1988.95101,1480.95101,1353.95101,972.9510103,718.9510103,2753.980946,1843.548261,1639.350916,1083.383043,762.7475367,2529.091083,1757.781875,1578.412306,1072.498005,762.6890762,0,0,0,9,39,87,118,165,215,236,277,325,132,150,347,181,199,347,15.66103158,70.00184178,37,22,12,-3,1,FALSE,1
36,48,Benin,N,149,NA,NA,Millet,,Millet,121,5/1,212,7/31,166.5,92,274,10/1,334,11/30,304,61,GIEWS,,NA,Millet,149,137.5,10.10890389,2.166117782,358.1376291,13.01144411,27.86951405,84.13276531,25.8473346,1.611372967,30.99766453,212.1048876,8,1,4,8,27.58992335,143.4241272,0.5550184818,13.48075325,228.7899328,0.01053685579,15,1.53157057,227,0.8900783346,-0.1150833894,1.770522197,3673.104828,3121.104828,2983.104828,2569.104828,2293.104828,10126.31301,8666.313013,8301.313013,7206.313013,6476.313013,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,159,365,159,159,365,159,26.61670165,159.1178362,365,365,365,365,3,FALSE,3
37,49,Benin,N,149,NA,NA,Maize,,Maize (main),60,3/1,120,4/30,90,61,213,8/1,273,9/30,243,61,GIEWS,,NA,Maize,149,153,7.591434803,2.325481424,4225.731944,15.2078955,27.42137952,91.41184726,25.42611063,7.442815822,29.52244971,188.1133274,8,1,3,6,29.25194902,89.85662929,0.5736543032,12.88531747,238.0528549,0.05019282578,15,1.354928296,166,0.5187165174,-0.646600471,1.533827666,4122.797769,3510.797769,3357.797769,2898.797769,2592.797769,10005.02625,8545.026251,8180.026251,7085.026251,6355.026251,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,214,365,214,214,365,214,26.94639065,139.2956758,365,365,365,365,3,FALSE,3
38,50,Benin,N,149,NA,NA,Maize,2,Maize (second),213,8/1,273,9/30,243,61,335,12/1,31,1/31,0.5,62,GIEWS,,NA,Maize.2,149,122.5,7.596164188,2.327514399,4234.188489,15.20110336,27.4217704,91.40115231,25.42652836,7.433115386,29.52460218,188.0325637,8,1,3,6,25.69745527,130.2975011,0.3529055677,12.97087459,186.3875861,0.05012347269,15,1.353858707,166,1.00322558,-0.6454646445,1.534263234,3323.741551,2831.741551,2708.741551,2339.741551,2093.741551,10005.16935,8545.169346,8180.169346,7085.169346,6355.169346,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,214,365,214,214,365,214,27.02228903,72.93540341,365,365,365,365,3,TRUE,3X
39,51,Benin,N,149,NA,NA,Sorghum,,Sorghum,121,5/1,212,7/31,166.5,92,274,10/1,334,11/30,304,61,GIEWS,,NA,Sorghum,149,137.5,9.717103413,2.253296373,1512.195283,13.18291832,27.68240162,86.2059657,25.67084632,2.496821488,30.56618794,201.6154715,8,1,4,8,27.3033969,151.3118257,0.5397607346,13.45600034,224.7230563,0.01629794161,15,1.489127038,227,0.9596394156,-0.2045727243,1.739971387,3644.946652,3092.946652,2954.946652,2540.946652,2264.946652,10078.69158,8618.691581,8253.691581,7158.691581,6428.691581,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,167,365,167,167,365,167,26.4126569,157.3617104,365,365,365,365,3,FALSE,3
40,52,Benin,N,149,NA,NA,Rice,,Rice,91,4/1,151,5/31,121,61,213,8/1,273,9/30,243,61,GIEWS,"WJS: I presume this is rainfed rice since other Benin rice is explicitly 'irrigated rice'. As for other African countries, I assume that the rainfed calendar is the main calendar; but I haven't found any sources to confirm this",NA,Rice,149,122,9.855833718,1.741347477,191.1014138,13.53932969,27.85705255,85.72981048,25.76856346,1.923262529,30.75468473,206.4862602,8,1,4,8,30.02481303,88.31155429,0.6170639023,13.20352277,247.8982238,0.01258574856,15,1.521233504,227,0.4868584844,-0.2607623814,1.742510696,3315.651631,2827.651631,2705.651631,2339.651631,2095.651631,10130.36214,8670.362144,8305.362144,7210.362144,6480.362144,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,164,365,164,164,365,164,27.17748881,159.1015223,365,365,365,365,3,FALSE,3
41,53,Benin,N,149,NA,NA,Rice,irrigated,Irrigated Rice,121,5/1,212,7/31,166.5,92,305,11/1,365,12/31,335,61,GIEWS,,NA,Rice.irrigated,149,168.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
42,54,Benin,N,149,NA,NA,Cassava,,Cassava,121,5/1,181,6/30,151,61,335,12/1,31,1/31,0.5,62,GIEWS,,NA,Cassava,149,214.5,7.80225703,2.271931907,1516.424466,14.92671779,27.39057081,91.45262683,25.35424691,7.008684928,29.56678349,181.3500742,8,1,3,6,27.25749798,163.9691943,0.5088261676,13.29705934,216.1198708,0.04691933853,15,1.289613624,166,1.079939025,-0.6552967812,1.563052363,5700.358611,4840.358611,4625.358611,3980.358611,3550.358611,9993.656361,8533.656361,8168.656361,7073.656361,6343.656361,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,209,365,209,209,365,209,26.51329587,106.075575,365,365,365,365,3,FALSE,3
43,55,Benin,N,149,NA,NA,Yams,,Yams,32,2/1,90,3/31,61,59,182,7/1,31,1/31,289,215,GIEWS,,NA,Yams,149,228,8.352545724,2.20040249,1198.335421,14.38144219,27.3905802,90.51846483,25.33823379,5.563840506,29.75888535,168.2775899,8,1,3,6,29.45781118,38.94667611,0.624271638,12.67419269,240.7777606,0.03682131894,15,1.273455879,197,0.2226658737,-0.5656357865,1.616883341,6198.380824,5286.380824,5058.380824,4374.380824,3918.380824,9993.635972,8533.635972,8168.635972,7073.635972,6343.635972,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,197,365,197,197,365,197,27.18588081,131.8207671,365,365,365,365,3,FALSE,3
44,56,Bolivia,N,201,NA,NA,Wheat,Winter,Wheat,315,11/11,354,12/20,334.5,40,101,4/11,172,6/21,136.5,72,GIEWS,,NA,Wheat.Winter,201,167,-18.17110823,-63.79141996,1427.174602,-5.739757617,18.69470125,73.50662805,15.01464364,17.17017959,20.8101801,159.1557182,6,7,12,1,20.79943946,109.9005482,0.5274653002,13.92675732,249.8963348,0.1777342062,197,1.056145583,16,0.6896172602,-1.798216576,0.4378243252,3317.374098,2649.374098,2482.374098,1981.374098,1647.374098,6819.806222,5359.806222,4994.806222,3899.806222,3169.806222,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,0,0,98,156,365,156,156,365,156,19.86451556,111.3359739,NA,NA,NA,NA,2,FALSE,2
45,57,Bolivia,N,201,NA,NA,Barley,,Barley,284,10/11,354,12/20,319,71,71,3/12,141,5/21,106,71,GIEWS,,NA,Barley,201,152,-17.78621244,-62.81360503,887.1216497,-2.85146083,21.33792155,80.33120602,17.62349583,17.31831219,23.37710441,164.9901746,6,7,12,1,23.35103728,99.6953226,0.5531754775,13.72203091,252.032596,0.1688359184,197,1.045996826,16,0.5933241252,-1.729434669,0.4564382549,3479.985654,2871.985654,2719.985654,2263.985654,1959.985654,7784.863758,6324.863758,5959.863758,4864.863758,4134.863758,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,176,365,176,176,365,176,22.89464246,131.1766362,NA,NA,NA,NA,2,FALSE,2
46,58,Bolivia,N,201,NA,NA,Maize,,Maize,254,9/11,325,11/21,289.5,72,70,3/11,141,5/21,105.5,72,GIEWS,,NA,Maize,201,181,-18.46824439,-63.98224735,2888.114389,-4.420326131,19.24459597,72.61341318,15.48028053,13.859612,21.4355545,158.4564222,6,7,12,1,20.85724324,58.87912579,0.5926058616,13.2692021,246.871805,0.142965398,197,1.031600266,16,0.3764280573,-1.85299479,0.4029409857,3796.662988,3072.662988,2891.662988,2348.662988,1986.662988,7020.454675,5560.454675,5195.454675,4100.454675,3370.454675,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,81,156,365,156,156,365,156,20.97603861,116.1168126,NA,NA,NA,NA,2,FALSE,2
47,59,Bolivia,N,201,NA,NA,Rice,,Rice,305,11/1,334,11/30,319.5,30,70,3/11,141,5/21,105.5,72,GIEWS,,NA,Rice,201,151,-16.95379104,-62.37738443,1475.381216,-0.1440194406,23.54029418,93.20053388,19.97228823,21.24345061,25.412863,183.8885762,6,7,11,1,25.41225145,118.2797488,0.5422269329,13.68250219,248.7553634,0.1955788126,197,1.144145544,16,0.6889681367,-1.572229969,0.4805126874,3762.714512,3158.714512,3007.714512,2554.714512,2252.714512,8589.163061,7129.163061,6764.163061,5669.163061,4939.163061,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,211,365,211,211,365,211,24.91863915,149.3949033,NA,NA,NA,NA,2,FALSE,2
48,60,Bolivia,N,201,NA,NA,Soybeans,,Soybean,305,11/1,334,11/30,319.5,30,101,4/11,141,5/21,121,41,GIEWS,,NA,Soybeans,201,166.5,-17.6975456,-60.92688627,5980.947782,0.4798400972,24.8702031,88.99480707,20.95896575,20.41955323,26.91828691,174.2591049,6,7,12,1,26.88865194,115.5335857,0.5575641394,13.72390752,253.1597903,0.1873286186,197,1.034326948,16,0.6467811248,-1.732438821,0.4919669517,4374.758087,3706.758087,3539.758087,3038.758087,2704.758087,9074.269476,7614.269476,7249.269476,6154.269476,5424.269476,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,202,365,202,202,365,202,26.19615621,134.1362522,NA,NA,NA,NA,4,FALSE,4
49,61,Bolivia,N,201,NA,NA,Potatoes,,Potato,223,8/11,325,11/21,274,103,70,3/11,140,5/20,105,71,GIEWS,,NA,Potatoes,201,196,-18.24228052,-66.27491275,1337.179478,-10.60212683,13.83929755,59.26451779,10.32655673,11.50736236,15.93773987,139.1372905,7,7,12,1,14.31906456,34.6554985,0.6254437289,12.98806758,241.9755069,0.1333725798,197,1.031949631,16,0.2620675586,-1.780282131,0.3670763964,3035.24008,2251.24008,2055.24008,1467.24008,1075.24008,5047.449545,3587.449545,3222.449545,2127.449545,1397.449545,NA,NA,NA,NA,NA,0,0,0,0,32,196,0,0,0,94,201,365,137,365,137,137,365,137,15.48591877,92.33987571,NA,NA,NA,NA,2,FALSE,2
50,62,Bolivia,N,201,NA,NA,Sweet.Potatoes,,Sweet Potato,335,12/1,365,12/31,350,31,132,5/12,232,8/20,182,101,GIEWS,,NA,Sweet.Potatoes,201,197,-17.79111108,-62.80050834,30.64137728,-2.813403048,21.37113896,80.37930473,17.65509802,17.3509582,23.41097314,165.0367159,6,7,12,1,23.40703885,143.3533652,0.496603468,13.99237885,243.5568118,0.1690773253,197,1.045506354,16,0.8791611505,-1.729958025,0.4566233077,4216.530772,3428.530772,3231.530772,2640.530772,2246.530772,7796.987444,6336.987444,5971.987444,4876.987444,4146.987444,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,176,365,176,176,365,176,21.4037095,98.08491108,NA,NA,NA,NA,2,FALSE,2
51,63,Botswana,N,220,NA,NA,Wheat,Winter,Wheat,121,5/1,151,5/31,136,31,274,10/1,304,10/31,289,31,GIEWS,,NA,Wheat.Winter,220,153,-23.09691318,25.14843763,2.853910013,-3.944424366,20.81302683,35.07858919,13.71185514,1.109684332,25.65558355,88.64400269,7,7,1,1,16.91665004,6.974411428,0.8459618927,11.78790482,196.4521468,0.01185762952,197,0.4498981905,16,0.06568003287,-3.763139496,0.2533933398,2598.047265,1986.047265,1833.047265,1374.047265,1068.047265,7588.491132,6128.491132,5763.491132,4668.491132,3938.491132,NA,NA,NA,NA,NA,0,0,0,0,56,95,0,0,0,0,56,96,0,365,0,0,365,0,16.98070108,6.132350787,NA,NA,NA,NA,2,TRUE,2X
52,64,Botswana,N,220,NA,NA,Maize,,Maize,319,11/15,31,1/31,357.5,78,106,4/16,166,6/15,136,61,GIEWS,,NA,Maize,220,143.5,-22.88957878,25.36504265,437.5322286,-3.885025013,20.80293971,38.33094457,13.88670925,0.9978630854,25.34835397,98.56095808,7,7,1,1,25.14192737,82.99325296,0.6216734801,14.37902105,282.1925224,0.01063626648,197,0.5079819047,16,0.4290083719,-3.614173902,0.2442770403,3289.666629,2713.666629,2569.666629,2137.666629,1849.666629,7585.272791,6125.272791,5760.272791,4665.272791,3935.272791,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,52,93,6,365,6,6,365,6,22.84490715,62.07188405,NA,NA,NA,NA,2,FALSE,2
53,65,Botswana,N,220,NA,NA,Millet,,Millet,314,11/10,355,12/21,334.5,42,131,5/11,171,6/20,151,41,GIEWS,,NA,Millet,220,181.5,-20.73429149,25.99325292,60.22340091,-3.320472873,21.32390426,37.88779862,14.72733439,0.4432806059,25.21720187,102.8351933,7,7,1,1,25.03470311,72.90055949,0.6078993098,14.10073419,272.884316,0.004407115095,197,0.5438120251,16,0.3903371335,-3.324725843,0.1774065216,4154.285738,3426.285738,3244.285738,2698.285738,2334.285738,7776.215787,6316.215787,5951.215787,4856.215787,4126.215787,NA,NA,NA,NA,NA,0,0,0,0,0,8,0,0,0,0,35,77,46,365,46,46,365,46,22.82574581,59.55388446,NA,NA,NA,NA,2,FALSE,2
54,66,Botswana,N,220,NA,NA,Sorghum,,Sorghum,335,12/1,31,1/31,0.5,62,121,5/1,181,6/30,151,61,GIEWS,,NA,Sorghum,220,150.5,-22.90906551,26.4277573,555.6384991,-3.547321498,20.82546275,36.40408868,13.91324014,1.067076348,25.49264124,90.5713492,7,7,1,1,25.28164289,82.75770593,0.6243334227,14.35055934,282.5603627,0.01142666346,197,0.463332789,16,0.4262726426,-3.62494552,0.24921454,3344.394083,2740.394083,2589.394083,2136.394083,1834.394083,7593.263812,6133.263812,5768.263812,4673.263812,3943.263812,NA,NA,NA,NA,NA,0,0,0,0,0,15,0,0,0,0,52,92,0,365,0,0,365,0,22.14830519,50.93185156,NA,NA,NA,NA,2,FALSE,2
55,72,Brazil,N,174,NA,NA,Sorghum,,Sorghum,284,10/11,81,3/22,365,163,102,4/12,233,8/21,167.5,132,GIEWS,,NA,Sorghum,174,167.5,-17.79912145,-50.11028695,4298.891692,3.862211171,23.33277732,122.5531218,20.50353158,23.4026668,24.84358085,239.9983817,7,7,2,1,24.60867287,237.5663787,0.4279040446,13.97756146,226.9072281,0.2051691571,227,1.535358458,350,1.526741545,-1.292901646,0.397134951,3956.79841,3284.79841,3116.79841,2612.79841,2276.79841,8513.297453,7053.297453,6688.297453,5593.297453,4863.297453,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,236,365,236,236,365,236,23.55237149,143.739009,365,365,365,365,4,FALSE,4
56,73,Brazil,N,174,NA,NA,Barley,Winter,Barley,131,5/11,202,7/21,166.5,72,284,10/11,355,12/21,319.5,72,GIEWS,,NA,Barley.Winter,174,153,-26.9214747,-52.02565961,1374.176975,-4.27872696,18.31899588,142.6284873,13.75442258,120.2821484,22.65820078,166.0735103,7,4,1,9,13.84700905,134.6681573,0.4523322338,11.2997469,113.0529732,0.893162332,319,2.415336886,166,2.413437448,-2.789713604,0.9455746355,2472.653338,1860.653338,1707.653338,1248.653338,942.6533379,6678.610699,5218.610699,4853.610699,3758.610699,3028.610699,NA,NA,NA,NA,NA,0,0,0,0,58,100,0,0,0,0,79,146,365,365,365,365,365,365,16.16113293,145.0160526,NA,NA,NA,NA,2,TRUE,2X
57,79,Burkina Faso,N,130,NA,NA,Millet,,Millet,121,5/1,212,7/31,166.5,92,244,9/1,365,12/31,304.5,122,GIEWS,,NA,Millet,130,138,12.69508273,-1.341140951,10346.44602,8.897032281,28.99815931,60.32031394,25.06825336,0.2333936083,33.20227655,209.7191556,1,1,4,8,30.37661483,97.82195326,0.6011861396,13.64726505,243.7854434,0.001626353483,16,1.273126758,227,0.5481912368,1.085440292,1.879290243,3945.620151,3393.620151,3255.620151,2841.620151,2565.620151,10364.15889,8904.158888,8539.158888,7444.158888,6714.158888,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,110,365,110,110,365,110,28.59878712,129.2088158,365,365,365,365,3,FALSE,3
58,80,Burkina Faso,N,130,NA,NA,Maize,,Maize,91,4/1,181,6/30,136,91,213,8/1,334,11/30,273.5,122,GIEWS,,NA,Maize,130,137.5,11.69184488,-2.497606819,2241.169599,9.637628459,28.39135985,74.28096536,25.5805327,0.9833051951,32.25543333,236.7629871,1,1,4,8,31.35278413,81.80657189,0.6459535506,13.4201773,254.9221004,0.006539996538,15,1.521069795,227,0.432253726,0.5064135498,1.826961353,3839.745399,3287.745399,3149.745399,2735.745399,2459.745399,10236.9429,8776.942899,8411.942899,7316.942899,6586.942899,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,134,365,134,134,365,134,27.90542761,161.2538263,365,365,365,365,3,FALSE,3
59,81,Burkina Faso,N,130,NA,NA,Sorghum,,Sorghum,121,5/1,212,7/31,166.5,92,244,9/1,365,12/31,304.5,122,GIEWS,,NA,Sorghum,130,138,12.39398131,-1.531719423,10924.68468,9.218371782,28.84545562,64.25926207,25.23820939,0.3319061402,33.06947098,218.6095146,1,1,4,8,29.91108082,104.3992424,0.6044374641,13.62758243,243.9563823,0.002272403428,16,1.346595675,227,0.588480574,0.8988909667,1.872253903,3899.424392,3347.424392,3209.424392,2795.424392,2519.424392,10330.07471,8870.074713,8505.074713,7410.074713,6680.074713,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,117,365,117,117,365,117,28.25669849,136.064474,365,365,365,365,3,FALSE,3
60,82,Burkina Faso,N,130,NA,NA,Rice,,Rice,335,12/1,365,12/31,350,31,60,3/1,120,4/30,90,61,GIEWS,,NA,Rice,130,105,11.61289559,-2.377976288,358.0611751,9.719653938,28.38519485,74.99841188,25.67019072,0.9979218514,32.21814946,238.1206189,1,1,4,8,25.68276829,2.531820801,0.7403711876,12.21107053,220.1114774,0.006621645974,15,1.537551607,227,0.01724625711,0.4679898358,1.824425065,2918.813612,2498.813612,2393.813612,2078.813612,1868.813612,10237.23978,8777.239784,8412.239784,7317.239784,6587.239784,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,135,365,135,135,365,135,28.06109008,6.445196856,365,365,365,365,3,TRUE,3X
61,83,Burundi,N,190,NA,NA,Pulses,,Beans (main),244,9/1,304,10/31,274,61,335,12/1,31,1/31,0.5,62,GIEWS,,NA,Pulses,190,91.5,-3.263094672,29.84587023,3090.080452,7.613567259,19.81330092,104.3816002,18.97563134,5.125672874,20.57520028,193.5781285,7,7,9,4,20.52557564,82.06141856,0.5169749754,12.82750804,224.2319249,0.03868739544,196,1.584643928,105,0.5785025297,-0.1394687521,0.6156389343,1839.272817,1471.272817,1379.272817,1103.272817,919.2728165,7231.463515,5771.463515,5406.463515,4311.463515,3581.463515,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,247,365,247,247,365,247,19.99209583,138.2918495,NA,NA,NA,NA,4,FALSE,4
62,84,Burundi,N,190,NA,NA,Pulses,2,Beans (second),32,2/1,90,3/31,61,59,121,5/1,181,6/30,151,61,GIEWS,,NA,Pulses.2,190,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
63,85,Burundi,N,190,NA,NA,Maize,,Maize (main),244,9/1,304,10/31,274,61,1,1/1,59,2/28,30,59,GIEWS,,NA,Maize,190,121,-3.274560038,29.83974764,1137.242338,7.602326778,19.80111632,104.6454374,18.95290209,5.125084965,20.56651978,193.771061,7,7,9,4,20.51746993,82.16586334,0.5173806937,12.82760496,224.3234365,0.03867440316,196,1.586343153,105,0.5791045796,-0.1422576321,0.6141970478,2412.926045,1928.926045,1807.926045,1444.926045,1202.926045,7227.009759,5767.009759,5402.009759,4307.009759,3577.009759,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,247,365,247,247,365,247,19.94153756,139.5712911,NA,NA,NA,NA,4,FALSE,4
64,86,Burundi,N,190,NA,NA,Maize,2,Maize (second),32,2/1,90,3/31,61,59,152,6/1,212,7/31,182,61,GIEWS,,NA,Maize.2,190,121,-3.274560038,29.83974764,1137.242338,7.602326778,19.80111632,104.6454374,18.95290209,5.125084965,20.56651978,193.771061,7,7,9,4,19.95038567,154.4322731,0.4407931449,12.86246153,211.4029793,0.03867440316,196,1.586343153,105,1.159649943,-0.1422576321,0.6141970478,2371.080879,1887.080879,1766.080879,1403.080879,1161.080879,7227.009759,5767.009759,5402.009759,4307.009759,3577.009759,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,247,365,247,247,365,247,19.59570974,115.1991812,NA,NA,NA,NA,4,FALSE,4
65,87,Burundi,N,190,NA,NA,Sorghum,,Sorghum (main),244,9/1,304,10/31,274,61,1,1/1,59,2/28,30,59,GIEWS,,NA,Sorghum,190,121,-3.242990772,29.84633553,549.515415,7.629518394,19.82560838,104.1150176,19.00216229,5.168285054,20.5779507,193.4574711,7,7,9,4,20.52794937,82.25768741,0.5155043383,12.82733817,223.9029055,0.03906095533,196,1.58442692,105,0.5806680939,-0.1362637304,0.6190144932,2414.971882,1930.971882,1809.971882,1446.971882,1204.971882,7235.960937,5775.960937,5410.960937,4315.960937,3585.960937,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,248,365,248,248,365,248,19.9584453,138.4285339,NA,NA,NA,NA,4,FALSE,4
66,88,Burundi,N,190,NA,NA,Sorghum,2,Sorghum (second),32,2/1,90,3/31,61,59,152,6/1,212,7/31,182,61,GIEWS,,NA,Sorghum.2,190,121,-3.240723937,29.84858042,551.5384982,7.631733166,19.82849086,104.0473824,19.0076105,5.16422876,20.58048457,193.4051023,7,7,9,4,19.97478267,152.9377924,0.440661424,12.86186551,211.3558683,0.03902871521,196,1.583911023,105,1.148134743,-0.1355390958,0.6192279224,2374.659733,1890.659733,1769.659733,1406.659733,1164.659733,7237.014988,5777.014988,5412.014988,4317.014988,3587.014988,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,248,365,248,248,365,248,19.62528705,114.8521064,NA,NA,NA,NA,4,FALSE,4
67,89,Cambodia,N,134,NA,NA,Rice,,Main Wet Season Rice,152,6/1,289,10/16,220.5,138,335,12/1,59,2/28,14.5,90,GIEWS,,NA,Rice,134,159,12.00399027,104.618388,20397.89561,11.42555186,27.37064379,141.6287312,25.35791435,9.61930369,29.2284509,278.5058704,12,1,4,9,27.58223361,250.952097,0.4140863043,13.31962146,202.0826105,0.06574251811,16,1.96634269,258,1.742341203,0.7574462362,1.455469075,4225.780785,3589.780785,3430.780785,2953.780785,2635.780785,9990.241633,8530.241633,8165.241633,7070.241633,6340.241633,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,228,365,228,228,365,228,26.57723764,165.0009541,365,365,365,365,3,FALSE,3
68,90,Cambodia,N,134,NA,NA,Rice,2,Dry Season Rice,305,11/1,31,1/31,350.5,92,60,3/1,120,4/30,90,61,GIEWS,,NA,Rice.2,134,104.5,12.00399027,104.618388,20397.89561,11.42555186,27.37064379,141.6287312,25.35791435,9.61930369,29.2284509,278.5058704,12,1,4,9,25.36602465,29.84412097,0.6852480262,12.18834306,208.8279193,0.06574251811,16,1.96634269,258,0.215104919,0.7574462362,1.455469075,2814.507446,2394.507446,2289.507446,1974.507446,1764.507446,9990.241633,8530.241633,8165.241633,7070.241633,6340.241633,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,228,365,228,228,365,228,26.80483282,25.97027872,365,365,365,365,3,TRUE,3X
69,91,Cambodia,N,134,NA,NA,Maize,,Maize,121,5/1,181,6/30,151,61,244,9/1,304,10/31,274,61,GIEWS,,NA,Maize,134,123,12.4639264,104.1227047,607.5050918,10.3797352,27.29153541,145.1359416,25.13416147,8.586244048,29.22101745,294.326594,12,1,4,9,28.4640882,209.6679731,0.4718335525,13.57331251,215.6195037,0.05863830388,16,2.085148434,258,1.354217404,0.8052908561,1.493818911,3399.266459,2907.266459,2784.266459,2415.266459,2169.266459,9961.259077,8501.259077,8136.259077,7041.259077,6311.259077,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,222,365,222,222,365,222,27.63631267,254.9713214,365,365,365,365,3,FALSE,3
70,92,Cameroon,N,143,NA,NA,Millet,,Millet,121,5/1,212,7/31,166.5,92,244,9/1,334,11/30,289,91,GIEWS,,NA,Millet,143,122.5,7.407686321,12.95158828,548.5916829,10.17453656,24.03915698,124.3322792,22.66252651,3.912049156,26.5772332,273.8676891,12,12,4,8,23.93546608,187.8187693,0.4849331193,13.31233797,208.5186244,0.02595879987,350,2.209830732,227,1.352781549,0.07883883435,1.650592499,2851.55286,2359.55286,2236.55286,1867.55286,1621.55286,8771.882897,7311.882897,6946.882897,5851.882897,5121.882897,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,216,365,216,216,365,216,23.18335659,238.1876828,365,365,365,365,3,FALSE,3
